Jurisdicti,Situs_St_1,MEGA_APN,center_longitude,center_latitude,FieldDesc,Situs_St_2,Roll_Acres,MAP_PAGE,IrrigAcres,InactiveDa,Att1,Shape__Are,ActiveDate,CITY,Roll_AsmtD,Att5,MAPYEAR,Situs_St_3,GIS_Acres,WA_NUM,StandbyAcr,Agency_ID,FieldID,Situs_Stre,Situs_Spac,field_id,Att3,Comment,Att4,Deed_Acres,Roll_TRA,geometry_type,ZIP,OBJECTID,Att2,district,WA_FLAG,Name,ActiveFlag,VolRateAdj,Roll_Land,AreaAC,ParcelID,Roll_Asmt,unq_fld_id,Roll_Struc,FieldAcres,Shape__Len,LOT
,,,-121.76978209612537,38.97823598657405,"11-52A, 11-53A1",,,,120.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,131.3,,D2__016,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,116.9204,24-150-006,,92,,120.0,,
,,,-121.79910799124838,38.97749266812315,157-B,,,,36.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,36.41,,D2__017,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,40.3053,24-150-012 North 36 Acres,,93,,36.0,,
,,,-121.78307394231666,38.976979333931254,"147-A, 147-B N",,,,240.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,203.22,,D2__018,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,225.6734,24-150-004 North 240 Acres,,94,,240.0,,
,,,-121.79716968554895,38.97335723003826,157A,,,,74.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,76.21,,D2__019,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,61.4401,24-150-012,,95,,74.0,,
,,,-121.80350856462871,38.972562517605546,207(N),,,,45.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,40.36,,D2__020,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,45.3222,24-030-007,,96,,45.0,,
,,,-121.77048705486544,38.96964763043647,"11-60, 11-59B",,,,157.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,163.65,,D2__021,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,154.1467,24-150-007 West 157 Acres,,97,,157.0,,
,,,-121.77591236288737,38.96959012895094,"11-51, 11-61B",,,,100.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,102.54,,D2__022,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,101.93,24-150-005,,98,,100.0,,
,,,-121.76473929939223,38.968607284008755,11-59A,,,,122.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,122.63,,D2__023,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,110.1764,24-150-007 East 122 Acres,,99,,122.0,,
,,,-121.79690207127615,38.96819364265255,"148-C1, 148-C3, 205",,,,144.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,146.79,,D2__024,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,136.1349,24-150-003,,100,,144.0,,
,,,-121.78777805782318,38.96808190311134,"147-B, 148-C4",,,,153.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,114.52,,D2__025,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,144.0163,24-150-004 South 153 Acres,,101,,153.0,,
,,,-121.78068253901269,38.96793531708798,147-A S,,,,80.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,162.86,,D2__026,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,76.6474,24-150-004 Center 80 Acres,,102,,80.0,,
,,,-121.8047273671052,38.96708972137559,"148-C2, 207(S)",,,,93.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,102.18,,D2__027,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,76.5877,,,103,,93.0,,
,,,-121.76120960359971,38.96102375045805,8-01A1,,,,72.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,80.0,,D2__028,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,67.014,,,104,,72.0,,
,,,-121.76891866138023,38.96052932375279,"131-F, 131-H  (A)",,,,140.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,120.35,,D2__029,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,139.4947,24-160-003 North Center 70 Acres,,105,,140.0,,
,,,-121.75989966896171,38.95564468655551,8-01B1A N,,,,114.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,119.79,,D2__030,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,101.8043,24-170-012,,106,,114.0,,
,,,-121.76901671407937,38.95517749598042,"131-F, 131-H  (B)",,,,90.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,120.34,,D2__031,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,83.4319,24-160-003 North East 66 Acres,,107,,90.0,,
,,,-121.77815391612475,38.94935995671116,131-C  ( E ),,,,145.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,159.05,,D2__032,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,139.5169,,,108,,145.0,,
,,,-121.76890287800016,38.94930582012597,"131-D1, 131-D2  A",,,,145.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,158.39,,D2__033,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,139.7567,"24-210-013, 24-210-014",,109,,145.0,,
,,,-121.7595352926584,38.949188081108126,8-12A  E,,,,148.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,159.26,,D2__034,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,141.3004,24-200-001,,110,,148.0,,
,,,-121.75182750911247,38.94374117979305,8-11-1A,,,,178.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,193.32,,D2__035,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,170.3036,24-200-004,,111,,178.0,,
,,,-121.7782698479407,38.94232777396923,"131-A1, 131-A2 E",,,,152.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,161.17,,D2__036,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,151.481,"34-210-004, 24-210-009",,112,,152.0,,
,,,-121.76899778549252,38.942258654699486,"131-B1, 131-B2  N",,,,152.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,160.5,,D2__037,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,146.0414,"34-210-011, 24-210-012",,113,,152.0,,
,,,-121.75965821148407,38.94210448216799,8-12B,,,,156.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,160.02,,D2__038,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,150.0837,24-200-003,,114,,156.0,,
,,,-121.77133318448261,38.935789772521694,116-A1,,,,58.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,60.0,,D2__039,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,56.696,24-220-009,,115,,58.0,,
,,,-121.76000288620473,38.93511401953958,8-14 W,,,,143.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,147.43,,D2__040,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,136.0633,"24-230-001, 24-230-005",,116,,143.0,,
,,,-121.75039849678575,38.934619516828896,8-16 (N) Shreiner bros,,,,150.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,156.3,,D2__041,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,148.4721,24-230-003 North 150 Acres,,117,,150.0,,
,,,-121.75871545167782,38.930553328850294,8-15,,,,82.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,87.53,,D2__042,,,,,Partial of 8-15,,,,Polygon,,,,SMWC,,,Y,0.0,,56.5607,24-230-002,,118,,82.0,,
,,,-121.77138376979444,38.93039653950734,116-A2,,,,58.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,60.0,,D2__043,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,51.8114,24-220-008,,119,,58.0,,
,,,-121.76692167921287,38.92969045482485,8-13 (N),,,,40.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,41.74,,D2__044,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,31.7134,24-200-006 North,,120,,40.0,,
,,,-121.74306494349901,38.9288857305086,8-17-1,,,,147.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,154.9,,D2__045,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,142.6496,24-230-014,,121,,147.0,,
,,,-121.75054798673875,38.927532411078346,8-16 (S) Neal Dougherty,,,,150.0,2199/12/31 00:00:00.000,,,2023/04/01 00:00:00.000,,,,,,,,163.86,,D2__046,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,143.733,24-230-003 South 150 Acres,,122,,150.0,,
,,,-121.75975178922297,38.92653596119478,,,,,83.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,87.53,,D2__047,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,103.5463,,,123,,83.0,,
,,,-121.77064847696374,38.926089307526645,8-13 (W),,,,55.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,41.75,,D2__048,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,44.6934,24-200-006 West,,124,,55.0,,
,,,-121.76586928230769,38.92577885736137,8-13 E,,,,30.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,41.75,,D2__049,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,23.0094,24-200-006 East,,125,,30.0,,
,,,-121.7740884116231,38.92191035892801,8-33 (E),,,,83.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,88.34,,D2__050,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,77.0948,29-040-004 East 83 Acres,,126,,83.0,,
,,,-121.78068193074714,38.920411045580266,8-33 (W),,,,83.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,88.34,,D2__051,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,76.26,29-040-004 West 83 Acres,,127,,83.0,,
,,,-121.75972369065066,38.92020409597535,8-30A,,,,151.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,158.49,,D2__052,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,141.9367,29-040-007,,128,,151.0,,
,,,-121.75048374060192,38.92014063920068,8-28,,,,147.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,158.38,,D2__053,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,143.9628,29-040-008,,129,,147.0,,
,,,-121.77012017434409,38.91976197736474,8-31 (N-W),,,,67.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,93.8,,D2__054,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,48.4809,29-040-006 North West 67 Acres,,130,,67.0,,
,,,-121.76649937694715,38.91961082225682,8-31 (N-E),,,,56.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,93.8,,D2__055,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,55.8727,29-040-006 North East 56 Acres,,131,,56.0,,
,,,-121.74340415556227,38.918336420365215,8-27A,,,,117.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,125.93,,D2__056,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,109.8173,29-050-046,,132,,117.0,,
,,,-121.73761486734578,38.91745201518776,"8-27B, 8-27C",,,,167.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,175.93,,D2__057,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,155.7655,29-050-046,,133,,167.0,,
,,,-121.77798295008691,38.913867477124946,"8-32A, 8-32B",,,,178.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,181.92,,D2__058,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,164.5427,29-040-005,,134,,178.0,,
,,,-121.76922954554463,38.91318042587273,8-31 (S),,,,150.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,93.81,,D2__059,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,148.8361,29-040-006 South 150 Acres,,135,,150.0,,
,,,-121.75982251838187,38.91314966986519,8-30B1,,,,147.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,158.42,,D2__060,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,144.3907,29-040-009,,136,,147.0,,
,,,-121.75063045723117,38.91302806547086,8-29,,,,147.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,160.15,,D2__061,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,145.0919,29-040-010,,137,,147.0,,
,,,-121.7417133043706,38.9111812686265,8-27D1,,,,64.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,69.13,,D2__062,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,61.0385,29-050-003,,138,,64.0,,
,,,-121.7341598037305,38.91108003815717,8-27D2,,,,62.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,69.0,,D2__063,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,57.2513,29-050-044,,139,,62.0,,
,,,-121.77833189402641,38.90610198923894,"5-01,  5-16, 5-02, 5-15",,,,151.0,2199/12/31 00:00:00.000,,,2023/04/02 00:00:00.000,,,,,,,,160.54,,D2__064,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,136.2121,29-040-040,,140,,151.0,,
,,,-121.7692148725975,38.90603296816898,"5-03, 5-04, 5-13, 5-14",,,,153.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,157.66,,D2__065,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,147.5136,29-040-015,,141,,153.0,,
,,,-121.75985072106506,38.90582300577033,"5-05, 5-06, 5-11, 5-12",,,,155.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,160.71,,D2__066,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,144.9358,29-040-018,,142,,155.0,,
,,,-121.75061142064698,38.90578298893679,"5-07, 5-08, 5-09, 5-10 S",,,,152.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,158.19,,D2__067,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,145.066,"29-040-036, 29-040-020",,143,,152.0,,
,,,-121.74148930565434,38.905732467222045,"5-50A, 5-50B, 5-51A, 5-51B, 5-57, 5-58",,,,154.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,159.58,,D2__068,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,147.6758,29-050-023,,144,,154.0,,
,,,-121.73189484384044,38.905395719446936,"5-52, 5-53, 5-54, 5-55, 5-56",,,,160.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,170.05,,D2__069,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,155.4442,29-050-042,,145,,160.0,,
,,,-121.76003619998701,38.90022632220651,"5-19, 5-20",,,,76.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,82.87,,D2__070,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,74.0341,"29-040-032,29-040-033",,146,,76.0,,
,,,-121.74138603726988,38.90012340498303,"5-59, 5-60",,,,76.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,79.27,,D2__071,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,70.3658,29-050-025,,147,,76.0,,
,,,-121.75082027400954,38.89929890308071,"5-21A, 5-21B, 5-22, 5-23A, 5-24A",,,,113.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,124.84,,D2__072,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,114.4792,29-040-042,,148,,113.0,,
,,,-121.76916383339767,38.8986519243694,"5-17, 5-18, 5-27, 5-28",,,,153.0,2199/12/31 00:00:00.000,,,2023/04/01 00:00:00.000,,,,,,,,164.32,,D2__073,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,148.5211,29-040-017,,149,,153.0,,
,,,-121.73212605469462,38.89821121911341,"5-61, 5-62, 5-65, 5-66  A",,,,156.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,163.65,,D2__074,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,144.26,"29-050-028, 29-050-029",,150,,156.0,,
,,,-121.72498664129989,38.897606934469074,"5-63, 5-64A, 5-64B N E",,,,74.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,81.44,,D2__075,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,67.3972,"29-050-028, 29-050-029, 29-050-055",,151,,74.0,,
,,,-121.74156621731981,38.89650311039606,"5-67, 5-68",,,,77.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,82.42,,D2__076,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,75.0814,"29-050-027, 29-050-026",,152,,77.0,,
,,,-121.73226950372916,38.89274511663641,"5-71, 5-72",,,,73.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,78.99,,D2__077,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,73.5248,29-070-003,,153,,73.0,,
,,,-121.72316960086114,38.89064820294314,"5-73, 5-74, 5-75, 5-76",,,,145.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,151.67,,D2__078,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,138.5811,"29-070-072, 29-090-072",,154,,145.0,,
,,,-121.71831016123217,38.88533669467308,"5-71, 5-72",,,,84.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,70.49,,D2__079,,,,,Partial with D2__081,,,,Polygon,,,,SMWC,,,Y,0.0,,40.2479,29-070-003,,155,,84.0,,
,,,-121.72411465938384,38.883870460541004,"5-85, 5-90A, 5-90B",,,,40.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,79.33,,D2__080,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,102.7472,"29-070-016, 29-070-085",,156,,40.0,,
,,,-121.71736171601808,38.881926555824045,"5-73, 5-74, 5-75, 5-76",,,,84.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,70.49,,D2__081,,,,,Partial with D2__079,,,,Polygon,,,,SMWC,,,Y,0.0,,56.859,"29-070-072, 29-090-072",,157,,84.0,,
,,,-121.72262337084244,38.95631053067352,10-09 (S),,,,148.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,177.69,,D3__001,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,144.1876,24-180-001,,158,,148.0,,
,,,-121.73194878849716,38.94931455194586,9-01,,,,149.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,158.92,,D3__002,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,145.9559,24-200-006,,159,,149.0,,
,,,-121.7226419537544,38.9492256381891,9-04,,,,147.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,167.12,,D3__003,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,144.7286,24-190-001,,160,,147.0,,
,,,-121.74179623224997,38.94224559852181,"8-08, 8-20 (N), 8-08, 8-20 (S) B",,,,162.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,147.43,,D3__004,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,165.4288,,,161,,162.0,,
,,,-121.7320052995292,38.941977004170006,9-02,,,,152.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,157.88,,D3__005,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,150.3372,24-200-009,,162,,152.0,,
,,,-121.72282058126466,38.94194878355342,9-03,,,,149.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,158.35,,D3__006,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,147.5191,24-190-003,,163,,149.0,,
,,,-121.71411438485404,38.93998807991984,9-21A (SW),,,,150.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,151.1,,D3__007,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,130.7715,24-190-007,,164,,150.0,,
,,,-121.73221553584798,38.93470959680181,9-23A,,,,159.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,163.38,,D3__008,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,146.0761,24-230-011,,165,,159.0,,
,,,-121.72283165880593,38.934635279860956,9-22N,,,,155.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,163.76,,D3__009,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,147.2288,24-240-001 N,,166,,155.0,,
,,,-121.73949633738216,38.9339105201687,"8-08, 8-20 (S) A",,,,115.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,147.43,,D3__010,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,125.0555,24-230-006,,167,,115.0,,
,,,-121.71361326435824,38.93307314860661,9-21B (N),,,,149.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,142.87,,D3__011,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,143.563,24-240-006,,168,,149.0,,
,,,-121.70666435923465,38.931723974622464,9-20 WEST  A,,,,173.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,171.61,,D3__012,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,163.9695,24-240-003 West 1/2 173 Acres,,169,,173.0,,
,,,-121.69556369023384,38.93124149013002,9-19 (N),,,,128.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,124.08,,D3__013,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,122.728,25-240-004 North 128 Acres,,170,,128.0,,
,,,-121.7020582634279,38.93060094610638,9-20 EAST,,,,158.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,171.61,,D3__014,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,147.5815,24-240-003,,171,,158.0,,
,,,-121.68850061542084,38.92753397983359,9-18,,,,79.0,2199/12/31 00:00:00.000,,,2023/04/01 00:00:00.000,,,,,,,,80.59,,D3__015,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,62.0048,25-200-016,,172,,79.0,,
,,,-121.73210678243798,38.927492890798256,9-23B,,,,156.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,162.94,,D3__016,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,150.2681,24-230-007,,173,,156.0,,
,,,-121.7228663226689,38.92743981238313,9-22 (S),,,,155.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,163.76,,D3__017,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,150.5171,24-240-001 N,,174,,155.0,,
,,,-121.7135447930933,38.92662337986132,9-21B (S),,,,130.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,142.87,,D3__018,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,122.3924,24-240-005,,175,,130.0,,
,,,-121.68409075278856,38.925856724646074,9-16 W,,,,59.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,64.03,,D3__019,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,55.3369,25-200-017 West 59 Acres,,176,,59.0,,
,,,-121.6950645701593,38.92581368295796,9-19 (S),,,,115.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,124.09,,D3__020,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,94.2419,25-240-004 South 60 Acres,,177,,115.0,,
,,,-121.72298966205703,38.92169442280515,8-21,,,,75.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,80.19,,D3__021,,,,,Partial with D3__029,,,,Polygon,,,,SMWC,,,Y,0.0,,70.3076,29-050-006,,178,,75.0,,
,,,-121.71379272676849,38.91998196937514,"6-01, 6-02, 6-13, 6-14",,,,148.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,159.26,,D3__022,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,145.9996,"29-050-007, 29-050-008, 29-050-009",,179,,148.0,,
,,,-121.69453133260406,38.919895247516436,"6-05, 6-06, 6-07, 6-08, 6-09, 6-10",,,,164.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,182.02,,D3__023,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,158.3954,"29-050-017, 29-050-018, 29-050-001, 29-050-020, 29-050-019, 29-200-003",,180,,164.0,,
,,,-121.70444925590093,38.91980693163837,"6-03, 6-04, 6-11, 6-12 A",,,,148.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,158.92,,D3__024,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,141.9363,"29-050-013, 29-050-014, 29-050-016, 29-050-015",,181,,148.0,,
,,,-121.66746557372154,38.9198065950217,"7-005, 7-006, 7-007, 7-008",,,,147.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,153.65,,D3__025,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,146.2614,29-200-044,,182,,147.0,,
,,,-121.67669847303205,38.9197803278781,"7-003A, 7-004,  7-009, 7-010 A",,,,147.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,150.94,,D3__026,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,125.4978,29-200-041,,183,,147.0,,
,,,-121.68524446702241,38.91953897131382,"7-001, 7-002, 7-011, 7-012",,,,113.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,121.46,,D3__027,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,106.5649,29-200-002,,184,,113.0,,
,,,-121.73052491171886,38.918748187006926,"8-23, 8-24",,,,146.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,163.97,,D3__028,,,,,,,,,Polygon,,,,SMWC,,,Y,0.0,,151.175,29-050-002,,185,,146.0,,
,,,-121.72306557899113,38.91825657841876,,,,,76.0,2199/12/31 00:00:00.000,,,2022/02/28 00:00:00.000,,,,,,,,80.2,,D3__029,,,,,Partial with D3__021,,,,Polygon,,,,SMWC,,,Y,0.0,,70.1914,,,186,,76.0,,
